internal_tx_id,amount,date,customer_id,location_id
INT_TX_000092,134.06,2024-08-07,CUST_058,LOC_001
INT_TX_000093,111.8,2024-08-05,CUST_067,LOC_001
INT_TX_000094,361.91,2024-08-06,CUST_002,LOC_007
INT_TX_000095,118.26,2024-08-06,CUST_042,LOC_002
INT_TX_000096,146.93,2024-08-05,CUST_096,LOC_004
INT_TX_000097,300.41,2024-08-04,CUST_081,LOC_010
INT_TX_000098,166.09,2024-08-03,CUST_028,LOC_005
INT_TX_000099,64.12,2024-08-01,CUST_080,LOC_009
INT_TX_000100,329.44,2024-08-06,CUST_050,LOC_013
INT_TX_000101,326.11,2024-08-06,CUST_061,LOC_011
INT_TX_000102,174.61,2024-08-07,CUST_056,LOC_006
INT_TX_000103,298.5,2024-08-01,CUST_039,LOC_004
INT_TX_000104,448.96,2024-08-02,CUST_046,LOC_018
INT_TX_000105,170.68,2024-08-04,CUST_003,LOC_003
INT_TX_000106,390.66,2024-08-06,CUST_071,LOC_015
INT_TX_000107,405.08,2024-08-05,CUST_011,LOC_014
INT_TX_000108,59.18,2024-08-05,CUST_042,LOC_015
INT_TX_000109,245.56,2024-08-02,CUST_089,LOC_018
INT_TX_000110,306.33,2024-08-06,CUST_098,LOC_011
INT_TX_000111,327.54,2024-08-04,CUST_069,LOC_008
INT_TX_000112,59.66,2024-08-01,CUST_011,LOC_010
INT_TX_000113,317.09,2024-08-07,CUST_013,LOC_003
INT_TX_000114,237.4,2024-08-06,CUST_044,LOC_019
INT_TX_000115,264.32,2024-08-07,CUST_091,LOC_005
INT_TX_000116,235.71,2024-08-01,CUST_027,LOC_011
INT_TX_000117,110.95,2024-08-03,CUST_081,LOC_012
INT_TX_000118,61.41,2024-08-03,CUST_083,LOC_001
INT_TX_000119,237.14,2024-08-01,CUST_001,LOC_012
INT_TX_000120,131.56,2024-08-07,CUST_010,LOC_016
INT_TX_000121,499.28,2024-08-06,CUST_037,LOC_010
INT_TX_000122,453.88,2024-08-04,CUST_087,LOC_002
INT_TX_000123,90.37,2024-08-04,CUST_095,LOC_011
INT_TX_000124,82.27,2024-08-03,CUST_012,LOC_015
INT_TX_000125,320.69,2024-08-04,CUST_017,LOC_011
INT_TX_000126,153.78,2024-08-01,CUST_070,LOC_004
INT_TX_000127,310.14,2024-08-04,CUST_080,LOC_020
INT_TX_000128,116.17,2024-08-04,CUST_065,LOC_002
INT_TX_000129,363.7,2024-08-01,CUST_049,LOC_003
INT_TX_000130,368.82,2024-08-01,CUST_092,LOC_004
INT_TX_000131,210.82,2024-08-05,CUST_035,LOC_018
INT_TX_000132,298.23,2024-08-01,CUST_016,LOC_011
INT_TX_000133,61.08,2024-08-05,CUST_096,LOC_002
INT_TX_000134,211.09,2024-08-01,CUST_009,LOC_009
INT_TX_000135,339.13,2024-08-02,CUST_059,LOC_020
INT_TX_000136,123.97,2024-08-03,CUST_046,LOC_008
INT_TX_000137,199.67,2024-08-06,CUST_010,LOC_018
INT_TX_000138,411.23,2024-08-02,CUST_096,LOC_013
INT_TX_000139,490.4,2024-08-04,CUST_037,LOC_019
INT_TX_000140,79.08,2024-08-03,CUST_017,LOC_006
INT_TX_000141,423.4,2024-08-01,CUST_093,LOC_018
INT_TX_000142,80.57,2024-08-05,CUST_051,LOC_018
INT_TX_000143,209.85,2024-08-07,CUST_041,LOC_012
INT_TX_000144,403.23,2024-08-06,CUST_018,LOC_020
INT_TX_000145,52.32,2024-08-07,CUST_031,LOC_010
INT_TX_000146,394.35,2024-08-02,CUST_069,LOC_011
INT_TX_000147,464.38,2024-08-01,CUST_053,LOC_020
INT_TX_000148,425.93,2024-08-01,CUST_021,LOC_007
INT_TX_000149,230.6,2024-08-01,CUST_006,LOC_017
INT_TX_000150,134.56,2024-08-07,CUST_058,LOC_011
INT_TX_000151,213.89,2024-08-06,CUST_011,LOC_004
INT_TX_000152,451.51,2024-08-04,CUST_069,LOC_013
INT_TX_000153,145.2,2024-08-02,CUST_054,LOC_010
INT_TX_000154,172.18,2024-08-02,CUST_037,LOC_003
INT_TX_000155,373.55,2024-08-02,CUST_083,LOC_009
INT_TX_000156,78.07,2024-08-02,CUST_088,LOC_020
INT_TX_000157,480.8,2024-08-05,CUST_060,LOC_020
INT_TX_000158,238.82,2024-08-01,CUST_024,LOC_009
INT_TX_000159,60.88,2024-08-05,CUST_085,LOC_002
INT_TX_000160,88.01,2024-08-03,CUST_050,LOC_013
INT_TX_000161,492.25,2024-08-07,CUST_024,LOC_010
INT_TX_000162,237.38,2024-08-07,CUST_070,LOC_002
INT_TX_000163,109.41,2024-08-07,CUST_016,LOC_003
INT_TX_000164,443.61,2024-08-07,CUST_086,LOC_016
INT_TX_000165,266.23,2024-08-03,CUST_085,LOC_013
INT_TX_000166,428.96,2024-08-02,CUST_017,LOC_005
INT_TX_000167,206.47,2024-08-06,CUST_058,LOC_002
INT_TX_000168,498.89,2024-08-05,CUST_008,LOC_020
INT_TX_000169,289.88,2024-08-04,CUST_010,LOC_002
INT_TX_000170,222.14,2024-08-01,CUST_072,LOC_003
INT_TX_000171,293.14,2024-08-07,CUST_024,LOC_010
INT_TX_000172,351.44,2024-08-03,CUST_013,LOC_019
INT_TX_000173,374.64,2024-08-04,CUST_076,LOC_016
INT_TX_000174,494.82,2024-08-04,CUST_066,LOC_018
INT_TX_000175,67.66,2024-08-06,CUST_087,LOC_002
INT_TX_000176,361.32,2024-08-02,CUST_052,LOC_016
INT_TX_000177,303.2,2024-08-01,CUST_065,LOC_004
INT_TX_000178,437.87,2024-08-03,CUST_068,LOC_020
INT_TX_000179,188.36,2024-08-04,CUST_073,LOC_003
INT_TX_000180,463.07,2024-08-02,CUST_006,LOC_007
INT_TX_000181,422.07,2024-08-04,CUST_098,LOC_003
INT_TX_000182,480.86,2024-08-01,CUST_017,LOC_014
INT_TX_000183,204.38,2024-08-04,CUST_002,LOC_019
INT_TX_000184,193.67,2024-08-01,CUST_053,LOC_010
INT_TX_000185,59.03,2024-08-05,CUST_067,LOC_001
INT_TX_000186,358.12,2024-08-02,CUST_097,LOC_017
INT_TX_000187,324.78,2024-08-03,CUST_029,LOC_013
INT_TX_000188,387.57,2024-08-06,CUST_057,LOC_011
INT_TX_000189,207.02,2024-08-04,CUST_082,LOC_020
INT_TX_000190,130.11,2024-08-03,CUST_007,LOC_013
INT_TX_000191,323.94,2024-08-06,CUST_009,LOC_001
INT_TX_000192,277.06,2024-08-05,CUST_063,LOC_004
INT_TX_000193,424.38,2024-08-01,CUST_091,LOC_004
INT_TX_000194,377.3,2024-08-06,CUST_022,LOC_009
INT_TX_000195,468.17,2024-08-01,CUST_093,LOC_006
INT_TX_000196,327.72,2024-08-02,CUST_016,LOC_017
INT_TX_000197,480.1,2024-08-03,CUST_086,LOC_009
INT_TX_000198,99.43,2024-08-06,CUST_093,LOC_010
INT_TX_000199,259.92,2024-08-02,CUST_027,LOC_005
INT_TX_000200,183.04,2024-08-07,CUST_087,LOC_001
INT_TX_000201,239.69,2024-08-06,CUST_084,LOC_016
INT_TX_000202,384.7,2024-08-05,CUST_081,LOC_008
INT_TX_000203,491.17,2024-08-01,CUST_008,LOC_012
INT_TX_000204,471.36,2024-08-07,CUST_072,LOC_013
INT_TX_000205,453.44,2024-08-01,CUST_076,LOC_017
INT_TX_000206,151.14,2024-08-03,CUST_015,LOC_001
INT_TX_000207,439.96,2024-08-04,CUST_067,LOC_020
INT_TX_000208,376.29,2024-08-01,CUST_030,LOC_014
INT_TX_000209,221.01,2024-08-01,CUST_048,LOC_020
INT_TX_000210,334.65,2024-08-04,CUST_060,LOC_004
INT_TX_000211,486.44,2024-08-07,CUST_042,LOC_020
INT_TX_000212,283.2,2024-08-06,CUST_093,LOC_011
INT_TX_000213,236.38,2024-08-03,CUST_018,LOC_014
INT_TX_000214,175.73,2024-08-06,CUST_031,LOC_005
INT_TX_000215,315.23,2024-08-01,CUST_047,LOC_018
INT_TX_000216,96.77,2024-08-05,CUST_084,LOC_002
INT_TX_000217,475.98,2024-08-03,CUST_059,LOC_010
INT_TX_000218,276.65,2024-08-03,CUST_094,LOC_010
INT_TX_000219,58.75,2024-08-06,CUST_090,LOC_006
INT_TX_000220,445.09,2024-08-05,CUST_060,LOC_001
INT_TX_000221,370.57,2024-08-03,CUST_005,LOC_019
INT_TX_000222,142.06,2024-08-02,CUST_014,LOC_019
INT_TX_000223,495.76,2024-08-01,CUST_065,LOC_007
INT_TX_000224,402.82,2024-08-02,CUST_063,LOC_006
INT_TX_000225,53.44,2024-08-07,CUST_083,LOC_011
INT_TX_000226,133.75,2024-08-03,CUST_053,LOC_011
INT_TX_000227,274.02,2024-08-04,CUST_071,LOC_007
INT_TX_000228,410.73,2024-08-01,CUST_094,LOC_006
INT_TX_000229,230.13,2024-08-04,CUST_014,LOC_001
INT_TX_000230,103.82,2024-08-04,CUST_013,LOC_006
INT_TX_000231,71.66,2024-08-03,CUST_035,LOC_014
INT_TX_000232,198.92,2024-08-01,CUST_048,LOC_004
INT_TX_000233,442.08,2024-08-04,CUST_092,LOC_015
INT_TX_000234,195.62,2024-08-04,CUST_032,LOC_010
INT_TX_000235,330.49,2024-08-06,CUST_047,LOC_009
INT_TX_000236,216.76,2024-08-01,CUST_093,LOC_019
INT_TX_000237,345.71,2024-08-06,CUST_021,LOC_019
INT_TX_000238,210.05,2024-08-04,CUST_038,LOC_009
INT_TX_000239,337.81,2024-08-06,CUST_039,LOC_017
INT_TX_000240,68.91,2024-08-05,CUST_067,LOC_013
INT_TX_000241,67.9,2024-08-03,CUST_009,LOC_001
INT_TX_000242,304.38,2024-08-07,CUST_084,LOC_002
INT_TX_000243,376.76,2024-08-06,CUST_098,LOC_002
INT_TX_000244,295.14,2024-08-02,CUST_026,LOC_017
INT_TX_000245,331.99,2024-08-03,CUST_010,LOC_019
INT_TX_000246,130.86,2024-08-06,CUST_006,LOC_014
INT_TX_000247,356.18,2024-08-07,CUST_018,LOC_006
INT_TX_000248,432.43,2024-08-05,CUST_063,LOC_019
INT_TX_000249,192.23,2024-08-03,CUST_004,LOC_009
INT_TX_000250,256.02,2024-08-07,CUST_075,LOC_014
INT_TX_000251,330.3,2024-08-06,CUST_056,LOC_005
INT_TX_000252,363.48,2024-08-02,CUST_038,LOC_007
INT_TX_000253,173.7,2024-08-01,CUST_009,LOC_012
INT_TX_000254,60.03,2024-08-04,CUST_042,LOC_002
INT_TX_000255,278.02,2024-08-01,CUST_044,LOC_008
INT_TX_000256,479.33,2024-08-01,CUST_071,LOC_003
INT_TX_000257,493.95,2024-08-05,CUST_031,LOC_014
INT_TX_000258,490.79,2024-08-07,CUST_024,LOC_009
INT_TX_000259,276.27,2024-08-03,CUST_085,LOC_017
INT_TX_000260,69.05,2024-08-07,CUST_011,LOC_015
INT_TX_000261,348.66,2024-08-06,CUST_001,LOC_014
INT_TX_000262,226.39,2024-08-02,CUST_060,LOC_017
INT_TX_000263,250.41,2024-08-07,CUST_073,LOC_020
INT_TX_000264,215.41,2024-08-01,CUST_091,LOC_008
INT_TX_000265,366.05,2024-08-02,CUST_001,LOC_013
INT_TX_000266,129.62,2024-08-06,CUST_099,LOC_012
INT_TX_000267,218.87,2024-08-07,CUST_042,LOC_019
INT_TX_000268,117.71,2024-08-05,CUST_016,LOC_009
INT_TX_000269,335.85,2024-08-03,CUST_087,LOC_003
INT_TX_000270,421.39,2024-08-01,CUST_069,LOC_003
INT_TX_000271,61.38,2024-08-01,CUST_005,LOC_014
INT_TX_000272,278.61,2024-08-06,CUST_020,LOC_018
INT_TX_000273,311.04,2024-08-04,CUST_023,LOC_003
INT_TX_000274,121.86,2024-08-04,CUST_067,LOC_019
INT_TX_000275,135.68,2024-08-06,CUST_084,LOC_016
INT_TX_000276,468.64,2024-08-06,CUST_070,LOC_012
INT_TX_000277,436.52,2024-08-03,CUST_013,LOC_013
INT_TX_000278,172.14,2024-08-01,CUST_094,LOC_010
INT_TX_000279,351.76,2024-08-02,CUST_026,LOC_001
INT_TX_000280,56.18,2024-08-06,CUST_094,LOC_010
INT_TX_000281,142.33,2024-08-06,CUST_087,LOC_003
INT_TX_000282,242.72,2024-08-02,CUST_027,LOC_013
INT_TX_000283,370.74,2024-08-05,CUST_064,LOC_008
INT_TX_000284,456.88,2024-08-02,CUST_077,LOC_002
INT_TX_000285,245.28,2024-08-01,CUST_004,LOC_007
INT_TX_000286,334.16,2024-08-07,CUST_098,LOC_002
INT_TX_000287,98.94,2024-08-07,CUST_087,LOC_007
INT_TX_000288,84.47,2024-08-05,CUST_031,LOC_011
INT_TX_000289,85.94,2024-08-06,CUST_018,LOC_005
INT_TX_000290,329.9,2024-08-01,CUST_065,LOC_006
INT_TX_000291,265.98,2024-08-07,CUST_070,LOC_005
INT_TX_000292,115.8,2024-08-04,CUST_011,LOC_015
INT_TX_000293,403.92,2024-08-02,CUST_090,LOC_016
INT_TX_000294,103.02,2024-08-03,CUST_062,LOC_018
INT_TX_000295,314.13,2024-08-05,CUST_086,LOC_006
INT_TX_000296,96.76,2024-08-07,CUST_055,LOC_007
INT_TX_000297,304.07,2024-08-03,CUST_079,LOC_008
INT_TX_000298,465.14,2024-08-07,CUST_065,LOC_015
INT_TX_000299,93.72,2024-08-02,CUST_012,LOC_007
INT_TX_000300,108.02,2024-08-06,CUST_032,LOC_011
INT_TX_000301,278.77,2024-08-05,CUST_067,LOC_019
INT_TX_000302,91.78,2024-08-06,CUST_091,LOC_005
INT_TX_000303,217.63,2024-08-03,CUST_012,LOC_005
INT_TX_000304,77.59,2024-08-01,CUST_076,LOC_019
INT_TX_000305,419.99,2024-08-04,CUST_051,LOC_011
INT_TX_000306,388.62,2024-08-02,CUST_061,LOC_001
INT_TX_000307,76.5,2024-08-05,CUST_091,LOC_009
INT_TX_000308,175.91,2024-08-07,CUST_075,LOC_012
INT_TX_000309,319.78,2024-08-04,CUST_096,LOC_004
INT_TX_000310,385.04,2024-08-06,CUST_046,LOC_010
INT_TX_000311,378.09,2024-08-03,CUST_024,LOC_020
INT_TX_000312,111.62,2024-08-03,CUST_039,LOC_017
INT_TX_000313,228.32,2024-08-04,CUST_065,LOC_010
INT_TX_000314,183.42,2024-08-04,CUST_061,LOC_018
INT_TX_000315,453.08,2024-08-01,CUST_066,LOC_011
INT_TX_000316,347.62,2024-08-03,CUST_089,LOC_007
INT_TX_000317,255.32,2024-08-05,CUST_080,LOC_005
INT_TX_000318,178.21,2024-08-06,CUST_059,LOC_016
INT_TX_000319,288.66,2024-08-02,CUST_064,LOC_005
INT_TX_000320,115.96,2024-08-04,CUST_094,LOC_014
INT_TX_000321,142.42,2024-08-07,CUST_003,LOC_017
INT_TX_000322,373.6,2024-08-01,CUST_043,LOC_012
INT_TX_000323,347.0,2024-08-03,CUST_070,LOC_001
INT_TX_000324,92.03,2024-08-04,CUST_018,LOC_003
INT_TX_000325,267.68,2024-08-02,CUST_014,LOC_015
INT_TX_000326,230.84,2024-08-05,CUST_016,LOC_017
INT_TX_000327,209.42,2024-08-01,CUST_023,LOC_003
INT_TX_000328,397.75,2024-08-05,CUST_027,LOC_008
INT_TX_000329,194.58,2024-08-06,CUST_056,LOC_005
INT_TX_000330,416.78,2024-08-05,CUST_050,LOC_007
INT_TX_000331,89.51,2024-08-06,CUST_069,LOC_016
INT_TX_000332,232.3,2024-08-04,CUST_018,LOC_015
INT_TX_000333,382.99,2024-08-01,CUST_012,LOC_007
INT_TX_000334,398.74,2024-08-04,CUST_088,LOC_004
INT_TX_000335,410.46,2024-08-01,CUST_076,LOC_018
INT_TX_000336,304.16,2024-08-05,CUST_003,LOC_014
INT_TX_000337,379.01,2024-08-05,CUST_009,LOC_018
INT_TX_000338,218.48,2024-08-06,CUST_086,LOC_014
INT_TX_000339,461.7,2024-08-07,CUST_005,LOC_002
INT_TX_000340,374.53,2024-08-03,CUST_082,LOC_001
INT_TX_000341,151.12,2024-08-02,CUST_031,LOC_018
INT_TX_000342,242.5,2024-08-01,CUST_099,LOC_014
INT_TX_000343,249.22,2024-08-02,CUST_078,LOC_020
INT_TX_000344,481.91,2024-08-03,CUST_086,LOC_020
INT_TX_000345,155.45,2024-08-07,CUST_076,LOC_005
INT_TX_000346,107.71,2024-08-06,CUST_002,LOC_010
INT_TX_000347,344.3,2024-08-03,CUST_006,LOC_016
INT_TX_000348,185.69,2024-08-07,CUST_039,LOC_017
INT_TX_000349,451.17,2024-08-07,CUST_062,LOC_002
INT_TX_000350,74.72,2024-08-07,CUST_022,LOC_003
INT_TX_000351,57.01,2024-08-05,CUST_062,LOC_015
INT_TX_000352,485.7,2024-08-05,CUST_054,LOC_001
INT_TX_000353,234.67,2024-08-06,CUST_005,LOC_017
INT_TX_000354,55.26,2024-08-06,CUST_037,LOC_003
INT_TX_000355,51.95,2024-08-06,CUST_038,LOC_011
INT_TX_000356,389.91,2024-08-02,CUST_022,LOC_014
INT_TX_000357,261.44,2024-08-01,CUST_059,LOC_014
INT_TX_000358,429.32,2024-08-03,CUST_037,LOC_003
INT_TX_000359,305.37,2024-08-06,CUST_034,LOC_003
INT_TX_000360,203.53,2024-08-07,CUST_084,LOC_014
INT_TX_000361,338.86,2024-08-03,CUST_050,LOC_016
INT_TX_000362,110.98,2024-08-02,CUST_018,LOC_014
INT_TX_000363,384.35,2024-08-04,CUST_025,LOC_013
INT_TX_000364,77.58,2024-08-05,CUST_096,LOC_017
INT_TX_000365,364.87,2024-08-06,CUST_044,LOC_003
INT_TX_000366,497.64,2024-08-02,CUST_076,LOC_019
INT_TX_000367,377.77,2024-08-07,CUST_050,LOC_003
INT_TX_000368,461.63,2024-08-06,CUST_041,LOC_020
INT_TX_000369,307.31,2024-08-05,CUST_073,LOC_014
INT_TX_000370,168.79,2024-08-06,CUST_003,LOC_012
INT_TX_000371,468.5,2024-08-01,CUST_092,LOC_015
INT_TX_000372,82.05,2024-08-02,CUST_073,LOC_008
INT_TX_000373,109.76,2024-08-02,CUST_025,LOC_017
INT_TX_000374,490.98,2024-08-05,CUST_097,LOC_009
INT_TX_000375,214.55,2024-08-03,CUST_054,LOC_020
INT_TX_000376,106.55,2024-08-05,CUST_030,LOC_014
INT_TX_000377,57.0,2024-08-07,CUST_064,LOC_019
INT_TX_000378,492.27,2024-08-02,CUST_045,LOC_006
INT_TX_000379,349.77,2024-08-05,CUST_023,LOC_005
INT_TX_000380,244.91,2024-08-02,CUST_030,LOC_001
INT_TX_000381,239.13,2024-08-02,CUST_055,LOC_011
INT_TX_000382,383.63,2024-08-03,CUST_075,LOC_017
INT_TX_000383,196.61,2024-08-07,CUST_062,LOC_008
INT_TX_000384,327.28,2024-08-06,CUST_058,LOC_003
INT_TX_000385,238.35,2024-08-03,CUST_069,LOC_005
INT_TX_000386,337.37,2024-08-07,CUST_024,LOC_003
INT_TX_000387,133.01,2024-08-07,CUST_018,LOC_002
INT_TX_000388,235.1,2024-08-05,CUST_060,LOC_007
INT_TX_000389,416.44,2024-08-03,CUST_018,LOC_016
INT_TX_000390,130.39,2024-08-06,CUST_096,LOC_015
INT_TX_000391,371.35,2024-08-03,CUST_007,LOC_019
INT_TX_000392,370.55,2024-08-07,CUST_082,LOC_003
INT_TX_000393,125.52,2024-08-02,CUST_036,LOC_002
INT_TX_000394,54.09,2024-08-04,CUST_068,LOC_013
INT_TX_000395,277.1,2024-08-06,CUST_019,LOC_012
INT_TX_000396,168.77,2024-08-05,CUST_043,LOC_018
INT_TX_000397,283.08,2024-08-07,CUST_065,LOC_011
INT_TX_000398,402.13,2024-08-02,CUST_003,LOC_005
INT_TX_000399,366.64,2024-08-04,CUST_088,LOC_018
INT_TX_000400,254.18,2024-08-06,CUST_093,LOC_012
INT_TX_000401,498.97,2024-08-05,CUST_010,LOC_017
INT_TX_000402,172.66,2024-08-07,CUST_074,LOC_006
INT_TX_000403,205.7,2024-08-07,CUST_010,LOC_019
INT_TX_000404,243.97,2024-08-07,CUST_059,LOC_014
INT_TX_000405,367.29,2024-08-02,CUST_022,LOC_014
INT_TX_000406,346.38,2024-08-06,CUST_048,LOC_012
INT_TX_000407,239.43,2024-08-02,CUST_016,LOC_006
INT_TX_000408,183.38,2024-08-01,CUST_018,LOC_005
INT_TX_000409,51.71,2024-08-02,CUST_087,LOC_004
INT_TX_000410,109.28,2024-08-06,CUST_044,LOC_011
INT_TX_000411,103.37,2024-08-05,CUST_065,LOC_014
INT_TX_000412,388.93,2024-08-05,CUST_090,LOC_020
INT_TX_000413,406.81,2024-08-06,CUST_031,LOC_002
INT_TX_000414,171.31,2024-08-01,CUST_083,LOC_010
INT_TX_000415,397.18,2024-08-05,CUST_080,LOC_017
INT_TX_000416,492.75,2024-08-01,CUST_048,LOC_006
INT_TX_000417,187.94,2024-08-07,CUST_043,LOC_001
INT_TX_000418,355.3,2024-08-01,CUST_077,LOC_020
INT_TX_000419,381.64,2024-08-06,CUST_008,LOC_003
INT_TX_000420,469.33,2024-08-02,CUST_072,LOC_008
INT_TX_000421,350.78,2024-08-02,CUST_068,LOC_019
INT_TX_000422,204.01,2024-08-04,CUST_047,LOC_005
INT_TX_000423,239.8,2024-08-06,CUST_073,LOC_020
INT_TX_000424,257.26,2024-08-02,CUST_018,LOC_015
INT_TX_000425,362.36,2024-08-07,CUST_095,LOC_016
INT_TX_000426,167.02,2024-08-05,CUST_061,LOC_016
INT_TX_000427,132.69,2024-08-06,CUST_069,LOC_003
INT_TX_000428,292.96,2024-08-02,CUST_065,LOC_010
INT_TX_000429,414.17,2024-08-04,CUST_015,LOC_008
INT_TX_000430,55.99,2024-08-03,CUST_008,LOC_002
INT_TX_000431,396.55,2024-08-04,CUST_022,LOC_004
INT_TX_000432,217.79,2024-08-06,CUST_029,LOC_003
INT_TX_000433,446.26,2024-08-06,CUST_030,LOC_001
INT_TX_000434,255.64,2024-08-05,CUST_060,LOC_001
INT_TX_000435,492.08,2024-08-04,CUST_021,LOC_015
INT_TX_000436,164.25,2024-08-03,CUST_087,LOC_004
